sheet,column,gap_status,candidate_current_tables,candidate_any_schema,rationale
Voucher,VoucherNo,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_MasterCodes_Table.VoucherNo; Master_RegistrationDetails_Table.VoucherNo; Master_Table.VoucherNo; Transaction_Header_Table.VoucherNo; Transaction_Header_Table.ReferenceVoucherNo; Transaction_ItemBody_Table.VoucherNo; Transaction_ItemBody_Table.TVoucherNo; Transaction_Payments_Table.VoucherNo,AcadamicYearDetails_Table.VoucherNo; Account_AccountGroup_Table.VoucherNo; AccountingPeriod_Status_Table.VoucherNo; AdvanceLicenseDetails_Table.VoucherNo; An_CurrentStatus.VoucherNo; An_SendMessage.VoucherNo; Apparel_ReorderLevels_Table.VoucherNo; ApparelPhysicalStockCheckedItems_Table.VoucherNo; ApparelPhysicalStockUpdate_Barcode_Table.VoucherNo; ApparelPhysicalStockUpdate_Header_Table.VoucherNo; ApparelPhysicalStockUpdate_ItemBody_Table.VoucherNo; ApplicationDetails_Table.VoucherNo,Matching column(s) exist in current connector table set.
Voucher,VoucherId,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_Table.ID; Transaction_Header_Table.AmountPaid; Transaction_Header_Table.voucherid; Transaction_Header_Table.AmountPaidInCC; Transaction_Header_Table.ValidFromdate; Transaction_ItemBody_Table.ConsiderForQPS; Transaction_ItemBody_Table.RowId; Transaction_ItemBody_Table.RID,__EFMigrationsHistory.MigrationId; AdvanceLicenseDetails_Table.ValidTill; An_SendMessage.AndroidMessge_time; ApplicationForm_Header_Table.IDProof; AssetInsurance_InsuranceDetails_Table.Provider; AssetIssuedoutforMaintenance_Header_Table.Provider; AssetReceivedbackfromMaintenance_Header_Table.Provider; AssetSale_Summary_Table.AmountPaid; AssetStockLedger_Table.RID; AutoCRM_EnquiryDetails_Table.MiddleName; AutoCRM_Order_Table.PaidAmount; AutoCRM_OrderPriceDetails_Table.Paid,Matching column(s) exist in current connector table set.
Voucher,crid,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_Table.ID; Transaction_ItemBody_Table.RID; Transaction_Payments_Table.rid,AssetStockLedger_Table.RID; BillWiseBalances2020.Rid; billwiseOpeningBalances.Rid; Cache_Master_Table.ID; CalculationsDetails.Id; ConsumablesIssuebody_table.RID; deleteddutydrawback.RID; DeliveryPackingListDetails_Table.Rid; Diagnos_DiagnosticTestResults_Table.RID; Diagnos_InvestigationReceiptDetails_Table.RID; EFIPackingListDetailsTemp.id; Favourites.id,Matching column(s) exist in current connector table set.
Voucher,crqty,FILLABLE_WITH_SCHEMA_EXTENSIONS,,Asset_Components_Table.Qty; Diagnos_DiagnosticTest_Inventory_Table.Qty; KOT_CancellationOrBill_Table.Qty; KOT_ItemBodyDetails_Table.Qty; PackingSlip_ItemBody_Table.Qty; PendingAdjustedDetails_Table.Qty; PendingAdjustedDetails_Tablebak.Qty; PendingDetails_Table.Qty; PendingDetails_Table_202210121.Qty; RoomItemsChecklistDetails_Table.Qty; siddivinayakaadjustments.Qty; TIB_SchemeBenefits.Qty,Matching column(s) exist in ERP schema but outside current connector table set.
Voucher,Authorisation Status,FILLABLE_WITH_SCHEMA_EXTENSIONS,,An_CurrentStatus.Status; An_SendMessage.Status; AuthorisationStatusDetails_Table.authorisationstatus; AutoCRM_EnquiryFollowUpDetails_Table.Status; AutoCRM_EnquiryStatus_Table.Status; Company_AccountingPeriodDetails_Table.Status; ITService_CallStatusUpdate_Details_table.Status; Master_BookDetails_Table.Author; User_TransactionLockDetails_Table.Status,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,Sno,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_MasterCodes_Table.VoucherLineNo; Master_RegistrationDetails_Table.VoucherLineNo; Master_Table.VoucherLineNo; Transaction_Header_Table.VoucherLineNo; Transaction_ItemBody_Table.VoucherLineNo; Transaction_Payments_Table.VoucherLineNo,AcadamicYearDetails_Table.VoucherLineNo; Account_AccountGroup_Table.VoucherLineNo; AccountingPeriod_Status_Table.VoucherLineNo; AdvanceLicenseDetails_Table.VoucherLineNo; An_CurrentStatus.VoucherLineNo; Apparel_ReorderLevels_Table.VoucherLineNo; ApparelPhysicalStockCheckedItems_Table.VoucherLineNO; ApparelPhysicalStockUpdate_Barcode_Table.VoucherLineNo; ApparelPhysicalStockUpdate_Header_Table.VoucherLineNo; ApparelPhysicalStockUpdate_ItemBody_Table.VoucherLineNo; ApplicationDetails_Table.VoucherLineNo; ApplicationForm_Header_Table.VoucherLineNo,Matching column(s) exist in current connector table set.
Adjustments Body,Account,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Account; Transaction_Header_Table.ContraAccount; Transaction_Header_Table.ReferenceAccount; Transaction_Header_Table.IGSTAccount; Transaction_Header_Table.CGSTAccount; Transaction_Header_Table.SGSTAccount; Transaction_Header_Table.FreightAccount; Transaction_Header_Table.DiscountAccount,Account_AccountGroup_Table.AccountGroup; AccountingPeriod_Status_Table.AccountingPeriod; AccountingPeriod_Status_Table.AccountingPeriodStatus; ApplicationDetails_Table.CashAccount; ApplicationDetails_Table.SalesAccount; AssetBookDepreciation_AssetsBody_Table.AssetAccount; AssetBookDepreciation_AssetsBody_Table.AccDepAccount; AssetBookDepreciation_AssetsBody_Table.DepAccount; AssetSale_AdjustmentsBody_Table.Account; AssetSale_Header_Table.Party; AssetSale_Header_Table.SaleAccount; AssetSale_PaymentsBody_Table.CashBankAccount,Matching column(s) exist in current connector table set.
Adjustments Body,Add,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalAdd; Transaction_Header_Table.TotalAddInCC; Transaction_ItemBody_Table.AddlVATRate; Transaction_ItemBody_Table.AddlVAT; Transaction_ItemBody_Table.AdditionalDate1; Transaction_ItemBody_Table.AdditionalDate2; Transaction_ItemBody_Table.AdditionalQty1; Transaction_ItemBody_Table.AddlDiscRate,ApplicationForm_Header_Table.CustomerAddress1; ApplicationForm_Header_Table.CustomerAddress2; ApplicationForm_Header_Table.PermanentAddress; AssetAdditionalInfoDetails_Table.AdditionalInfo; AssetAdditionalInfoDetails_Table.AdditionalInfoValue; AssetAdditionsAndDeductionsDetails_Table.Additions; AssetSale_AdjustmentsBody_Table.AddAmt; AssetSale_Summary_Table.TotalAdd; AssetTypeDepreciationDetails_Table.AdditionalDepreciationPurpose; AssetTypeDepreciationDetails_Table.AdditionalDepreciationMethod; AssetTypeDepreciationDetails_Table.AdditionalUsageDaysFrom; AssetTypeDepreciationDetails_Table.AdditionalUsageDaysTo,Matching column(s) exist in current connector table set.
Adjustments Body,Less,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalLess; Transaction_Header_Table.TotalLessInCC,AssetSale_AdjustmentsBody_Table.Less; AssetSale_Summary_Table.TotalLess; PreviousYear_POSPartyDetails_Table.TotalLess; PreviousYear_POSPartyDetails_Table.TotalLessInCC; Transaction_Adjustments_Table.LessAmount; Transaction_Adjustments_Table.STVATonLessAmount; Transaction_Adjustments_Table.LessAmountInCC; Transaction_Adjustments_Table.STVATonLessAmountInCC; Transaction_Adjustments_Table.LessServiceTax; Transaction_Adjustments_Table.LessEdCess; Transaction_Adjustments_Table.LessSHEdCess; Transaction_Adjustments_Table.LessVAT,Matching column(s) exist in current connector table set.
Adjustments Body,ServiceTaxRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalServiceTax; Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; Company_Details_Table.ServiceTaxNo; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate,Matching column(s) exist in current connector table set.
Adjustments Body,ServiceTax,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalServiceTax,Company_Details_Table.ServiceTaxNo; PendingDetails_Table.Tax; PendingDetails_Table_202210121.Tax; PreviousYear_POSPartyDetails_Table.TotalServiceTax; Transaction_Adjustments_Table.ServiceTaxRate; Transaction_Adjustments_Table.ServiceTax; Transaction_Adjustments_Table.AddServiceTax; Transaction_Adjustments_Table.LessServiceTax; Transaction_BodyTaxes_Table.ServiceTaxRate; Transaction_BodyTaxes_Table.ServiceTax; Transaction_BodyTaxes_Table.TotalServiceTax; Transaction_Header_Table.TotalServiceTax,Matching column(s) exist in current connector table set.
Adjustments Body,AddServiceTax,FILLABLE_WITH_SCHEMA_EXTENSIONS,,PendingDetails_Table.Tax; PendingDetails_Table_202210121.Tax; Transaction_Adjustments_Table.ServiceTax; Transaction_Adjustments_Table.AddServiceTax; Transaction_BodyTaxes_Table.ServiceTax; VMS_SparesPurchase_Details_Table.Tax; VMS_Vehicle_ServiceSchedule_Table.Service,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,LessServiceTax,FILLABLE_WITH_SCHEMA_EXTENSIONS,,AssetSale_AdjustmentsBody_Table.Less; PendingDetails_Table.Tax; PendingDetails_Table_202210121.Tax; Transaction_Adjustments_Table.ServiceTax; Transaction_Adjustments_Table.LessServiceTax; Transaction_BodyTaxes_Table.ServiceTax; VMS_SparesPurchase_Details_Table.Tax; VMS_Vehicle_ServiceSchedule_Table.Service,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,EdCessRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess,Matching column(s) exist in current connector table set.
Adjustments Body,EdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCessRate; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.AddEdCess; Transaction_Adjustments_Table.LessEdCess; Transaction_Adjustments_Table.SHEdCessRate; Transaction_Adjustments_Table.SHEdCess; Transaction_Adjustments_Table.AddSHEdCess; Transaction_Adjustments_Table.LessSHEdCess; Transaction_BodyTaxes_Table.EDCessRate; Transaction_BodyTaxes_Table.EDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,AddEdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.AddEdCess; Transaction_BodyTaxes_Table.EDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,LessEdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,AssetSale_AdjustmentsBody_Table.Less; GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.LessEdCess; Transaction_BodyTaxes_Table.EDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,SHEdCessRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess,Matching column(s) exist in current connector table set.
Adjustments Body,SHEdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.SHEdCessRate; Transaction_Adjustments_Table.SHEdCess; Transaction_Adjustments_Table.AddSHEdCess; Transaction_Adjustments_Table.LessSHEdCess; Transaction_BodyTaxes_Table.EDCess; Transaction_BodyTaxes_Table.SHEDCessRate; Transaction_BodyTaxes_Table.SHEDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,AddSHEdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.SHEdCess; Transaction_Adjustments_Table.AddSHEdCess; Transaction_BodyTaxes_Table.EDCess; Transaction_BodyTaxes_Table.SHEDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,LessSHEdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,AssetSale_AdjustmentsBody_Table.Less; GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.SHEdCess; Transaction_Adjustments_Table.LessSHEdCess; Transaction_BodyTaxes_Table.EDCess; Transaction_BodyTaxes_Table.SHEDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Adjustments Body,VATRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.STVATRate; Transaction_ItemBody_Table.VATRate; Transaction_ItemBody_Table.VAT; Transaction_ItemBody_Table.AddlVATRate; Transaction_Payments_Table.VATRate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; AssetSale_ItemBody_Table.STVATRate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate,Matching column(s) exist in current connector table set.
Adjustments Body,VAT,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalSTVAT; Transaction_Header_Table.TotalSTVATInCC; Transaction_ItemBody_Table.STVATRate; Transaction_ItemBody_Table.STVAT; Transaction_ItemBody_Table.VATRate; Transaction_ItemBody_Table.VAT; Transaction_ItemBody_Table.AddlVATRate; Transaction_ItemBody_Table.AddlVAT,AssetSale_ItemBody_Table.STVATRate; AssetSale_ItemBody_Table.STVAT; AssetSale_Summary_Table.TotalSTVAT; PDIObservationDetails_Table.ObservationDescription; PreviousYear_POSPartyDetails_Table.TotalSTVAT; PreviousYear_POSPartyDetails_Table.TotalSTVATInCC; PreviousYear_POSSales_Table.STVATRate; PreviousYear_POSSales_Table.STVAT; PreviousYear_POSSales_Table.STVATInCC; RoomCheckinDetails_Table.ReservationNo; Transaction_Adjustments_Table.STVATonAddAmount; Transaction_Adjustments_Table.STVATonLessAmount,Matching column(s) exist in current connector table set.
Adjustments Body,AddVAT,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.VAT,Transaction_Adjustments_Table.VAT; Transaction_Adjustments_Table.AddVAT; Transaction_BodyTaxes_Table.VAT; Transaction_ItemBody_Table.VAT; Transaction_ItemBody1_Table.VAT,Matching column(s) exist in current connector table set.
Adjustments Body,LessVAT,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.VAT,AssetSale_AdjustmentsBody_Table.Less; Transaction_Adjustments_Table.VAT; Transaction_Adjustments_Table.LessVAT; Transaction_BodyTaxes_Table.VAT; Transaction_ItemBody_Table.VAT; Transaction_ItemBody1_Table.VAT; UpdatedBarcodeDetails_Table.LessVatamount,Matching column(s) exist in current connector table set.
Adjustments Body,TotalAdd,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalAdd; Transaction_Header_Table.TotalAddInCC,AssetSale_Summary_Table.TotalAdd; EmployeeAttendanceDetails_Table.OT; PreviousYear_POSPartyDetails_Table.TotalAdd; PreviousYear_POSPartyDetails_Table.TotalAddInCC; ServiceBooking_Header_Table.TotalAdd; SummaryAttendanceDetails_Table.OT; Transaction_Adjustments_Table.TotalAdd; Transaction_Header_Table.TotalAdd; Transaction_Header_Table.TotalAddInCC,Matching column(s) exist in current connector table set.
Adjustments Body,TotalLess,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalLess; Transaction_Header_Table.TotalLessInCC,AssetSale_AdjustmentsBody_Table.Less; AssetSale_Summary_Table.TotalLess; EmployeeAttendanceDetails_Table.OT; PreviousYear_POSPartyDetails_Table.TotalLess; PreviousYear_POSPartyDetails_Table.TotalLessInCC; SummaryAttendanceDetails_Table.OT; Transaction_Adjustments_Table.TotalLess; Transaction_Header_Table.TotalLess; Transaction_Header_Table.TotalLessInCC,Matching column(s) exist in current connector table set.
Adjustments Body,Department,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Department; Transaction_ItemBody_Table.ToDepartment; Transaction_Payments_Table.Department,AssetSale_AdjustmentsBody_Table.Department; AssetSale_ItemBody_Table.Department; AssetStockLedger_Table.Department; BudgetDetails_Table.Department; deleteddutydrawback.Department; Employee_PaydetailsBySimplePaystructure_Table.Department; Employee_SimplePaystructureDetails_Table.Department; EmployeeEmploymentInfo_Table.Department; ledbak2118.Department; Ledger_Table.Department; LedgerAccErr.Department; obbca.Department,Matching column(s) exist in current connector table set.
Adjustments Body,Division,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.CEDivision; Transaction_ItemBody_Table.Division; Transaction_ItemBody_Table.ToDivision; Transaction_Payments_Table.Division,AssetSale_AdjustmentsBody_Table.Division; AssetSale_ItemBody_Table.Division; AssetStockLedger_Table.Division; BudgetDetails_Table.Division; Company_Details_Table.Division; CompanyDetails_Table.division; deleteddutydrawback.Division; ledbak2118.Division; Ledger_Table.Division; LedgerAccErr.Division; Master_RegistrationDetails_Table.CEDivision; obbca.Division,Matching column(s) exist in current connector table set.
Adjustments Body,Project,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Project; Transaction_ItemBody_Table.ToProject; Transaction_Payments_Table.Project,AssetSale_AdjustmentsBody_Table.Project; AssetSale_ItemBody_Table.Project; AssetStockLedger_Table.Project; BudgetDetails_Table.Project; deleteddutydrawback.Project; ledbak2118.Project; Ledger_Table.Project; LedgerAccErr.Project; obbca.Project; obstodelete.Project; PreviousYear_POSSales_Table.Project; StockLedger_Table.Project,Matching column(s) exist in current connector table set.
Adjustments Body,Profit Centre,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.ProfitCentre; Transaction_ItemBody_Table.ToProfitCentre; Transaction_Payments_Table.ProfitCentre,AssetSale_AdjustmentsBody_Table.ProfitCentre; AssetSale_ItemBody_Table.ProfitCentre; AssetStockLedger_Table.ProfitCentre; BudgetDetails_Table.ProfitCentre; deleteddutydrawback.ProfitCentre; ledbak2118.ProfitCentre; Ledger_Table.ProfitCentre; LedgerAccErr.ProfitCentre; Master_EducationInfo_Table.TC; obbca.ProfitCentre; obstodelete.ProfitCentre; PreviousYear_POSSales_Table.ProfitCentre,Matching column(s) exist in current connector table set.
Adjustments Body,Cost Centre,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.CostCentre; Transaction_ItemBody_Table.ToCostCentre; Transaction_Payments_Table.CostCentre,AssetSale_AdjustmentsBody_Table.CostCentre; AssetSale_ItemBody_Table.CostCentre; AssetStockLedger_Table.CostCentre; BudgetDetails_Table.CostCentre; deleteddutydrawback.CostCentre; ledbak2118.CostCentre; Ledger_Table.CostCentre; LedgerAccErr.CostCentre; Master_EducationInfo_Table.TC; obbca.CostCentre; obstodelete.CostCentre; PreviousYear_POSSales_Table.CostCentre,Matching column(s) exist in current connector table set.
Adjustments Body,Comments1,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Comments1; Transaction_ItemBody_Table.Comments10; Transaction_Payments_Table.Comments1; Transaction_Payments_Table.comments,AdvanceLicenseDetails_Table.Comments1; ApparelPhysicalStockCheckedItems_Table.Comments; ApplicationDetails_Table.Comments; ApplicationSettings_Table.Comments; Asset_Components_Table.Comments; AssetAdditionalInfoDetails_Table.Comments; AssetAdditionsAndDeductionsDetails_Table.Comments; AssetAllotmentDetails_Table.Comments1; Assets_ComponentDetails_Table.Comments; Assets_PuttoUseDetails_Table.Comments; AssetSale_AdjustmentsBody_Table.Comments1; AssetSale_ItemBody_Table.Comments1,Matching column(s) exist in current connector table set.
Adjustments Body,Comments2,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Comments2; Transaction_Payments_Table.Comments2; Transaction_Payments_Table.comments,AdvanceLicenseDetails_Table.Comments2; ApparelPhysicalStockCheckedItems_Table.Comments; ApplicationDetails_Table.Comments; ApplicationSettings_Table.Comments; Asset_Components_Table.Comments; AssetAdditionalInfoDetails_Table.Comments; AssetAdditionsAndDeductionsDetails_Table.Comments; AssetAllotmentDetails_Table.Comments2; Assets_ComponentDetails_Table.Comments; Assets_PuttoUseDetails_Table.Comments; AssetSale_AdjustmentsBody_Table.Comments2; AssetSale_ItemBody_Table.Comments2,Matching column(s) exist in current connector table set.
Adjustments Body,Comments3,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Comments3; Transaction_Payments_Table.Comments3; Transaction_Payments_Table.comments,AdvanceLicenseDetails_Table.Comments3; ApparelPhysicalStockCheckedItems_Table.Comments; ApplicationDetails_Table.Comments; ApplicationSettings_Table.Comments; Asset_Components_Table.Comments; AssetAdditionalInfoDetails_Table.Comments; AssetAdditionsAndDeductionsDetails_Table.Comments; AssetAllotmentDetails_Table.Comments3; Assets_ComponentDetails_Table.Comments; Assets_PuttoUseDetails_Table.Comments; AssetSale_AdjustmentsBody_Table.Comments3; AssetSale_ItemBody_Table.Comments3,Matching column(s) exist in current connector table set.
Adjustments Body,Comments4,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Comments4; Transaction_Payments_Table.Comments4; Transaction_Payments_Table.comments,AdvanceLicenseDetails_Table.Comments4; ApparelPhysicalStockCheckedItems_Table.Comments; ApplicationDetails_Table.Comments; ApplicationSettings_Table.Comments; Asset_Components_Table.Comments; AssetAdditionalInfoDetails_Table.Comments; AssetAdditionsAndDeductionsDetails_Table.Comments; AssetAllotmentDetails_Table.Comments4; Assets_ComponentDetails_Table.Comments; Assets_PuttoUseDetails_Table.Comments; AssetSale_AdjustmentsBody_Table.Comments4; AssetSale_ItemBody_Table.Comments4,Matching column(s) exist in current connector table set.
Adjustments Body,Comments5,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Comments5; Transaction_Payments_Table.Comments5; Transaction_Payments_Table.comments,AdvanceLicenseDetails_Table.Comments5; ApparelPhysicalStockCheckedItems_Table.Comments; ApplicationDetails_Table.Comments; ApplicationSettings_Table.Comments; Asset_Components_Table.Comments; AssetAdditionalInfoDetails_Table.Comments; AssetAdditionsAndDeductionsDetails_Table.Comments; AssetAllotmentDetails_Table.Comments5; Assets_ComponentDetails_Table.Comments; Assets_PuttoUseDetails_Table.Comments; AssetSale_AdjustmentsBody_Table.Comments5; AssetSale_ItemBody_Table.Comments5,Matching column(s) exist in current connector table set.
Adjustments Body,IGSTRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.IGSTRate; Transaction_ItemBody_Table.IGST; Transaction_Payments_Table.IGSTRate; Transaction_Payments_Table.IGST,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; CompanyDetails_Table.gst; ConsumablesIssuebody_table.Rate; CoverNoteItemDetails_Table.IGSTRate; CoverNoteItemDetails_Table.IGST; DebtorsAddressToImport.GST; Diagnos_DiagnosticTest_Inventory_Table.Rate; EFIProductsTable.IGST,Matching column(s) exist in current connector table set.
Adjustments Body,CGSTRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.CGSTRate; Transaction_ItemBody_Table.CGST; Transaction_Payments_Table.CGSTRate; Transaction_Payments_Table.CGST,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; CompanyDetails_Table.gst; ConsumablesIssuebody_table.Rate; CoverNoteItemDetails_Table.CGSTRate; CoverNoteItemDetails_Table.CGST; DebtorsAddressToImport.GST; Diagnos_DiagnosticTest_Inventory_Table.Rate; EFIProductsTable.CGST,Matching column(s) exist in current connector table set.
Adjustments Body,SGSTRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.SGSTRate; Transaction_ItemBody_Table.SGST; Transaction_Payments_Table.SGSTRate; Transaction_Payments_Table.SGST,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; CompanyDetails_Table.gst; ConsumablesIssuebody_table.Rate; CoverNoteItemDetails_Table.SGSTRate; CoverNoteItemDetails_Table.SGST; DebtorsAddressToImport.GST; Diagnos_DiagnosticTest_Inventory_Table.Rate; EFIProductsTable.SGST,Matching column(s) exist in current connector table set.
Adjustments Body,ADDIGST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.IGST; Transaction_Payments_Table.IGST,CompanyDetails_Table.gst; CoverNoteItemDetails_Table.IGST; DebtorsAddressToImport.GST; EFIProductsTable.IGST; Master_RegistrationDetails_Table.GST; PreviousYear_POSSales_Table.IGST; SaudaItemDetails_Table.IGST; ServiceBooking_ItemBody_Table.IGST; ServiceBooking_LabourChargesBody_Table.IGST; Transaction_Adjustments_Table.AddIGST; Transaction_BodyTaxes_Table.IGST; Transaction_ItemBody_Table.IGST,Matching column(s) exist in current connector table set.
Adjustments Body,ADDCGST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.CGST; Transaction_Payments_Table.CGST,CompanyDetails_Table.gst; CoverNoteItemDetails_Table.CGST; DebtorsAddressToImport.GST; EFIProductsTable.CGST; Master_RegistrationDetails_Table.GST; PreviousYear_POSSales_Table.CGST; SaudaItemDetails_Table.CGST; ServiceBooking_ItemBody_Table.CGST; ServiceBooking_LabourChargesBody_Table.CGST; Transaction_Adjustments_Table.AddCGST; Transaction_BodyTaxes_Table.CGST; Transaction_ItemBody_Table.CGST,Matching column(s) exist in current connector table set.
